"","bag_site","site_name","bags_label","finalTissue_VialLabel","finalTissue_condition","finalTissue_gonadIndex","gonad","condition"
"437","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250491","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"438","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250500","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"439","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250504","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"440","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250405","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"441","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250497","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"442","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250494","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"443","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250401","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"444","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250501","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"445","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250489","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"446","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250508","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"447","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250399","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"448","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250400","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"449","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250506","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"450","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250403","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"451","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251202","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"452","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251189","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"453","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251185","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"454","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251188","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"455","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251204","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"456","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251191","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"457","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251176","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"458","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251196","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"459","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251179","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"460","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251177","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"461","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251182","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"462","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251203","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"463","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251195","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"464","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251184","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","3"
"465","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251200","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"466","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251190","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"467","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251197","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"468","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251192","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"469","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251198","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"470","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251199","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"471","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251186","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"472","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251187","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"473","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251180","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"474","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251201","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"475","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251178","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"476","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251193","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"477","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251194","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"478","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251183","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"479","YorkRiver","W2_LA","MVP-LA-6","CviMVPf_251181","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"480","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250790","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"481","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250791","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","4"
"482","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250788","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"483","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250725","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"484","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250793","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"485","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250729","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"486","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250792","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"487","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250794","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"488","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250726","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"489","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250727","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"490","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250789","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"491","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250795","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"492","Lewisetta","W5_NH","MVP-NH-3","CviMVPf_250728","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"493","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251570","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"494","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251560","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"495","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251573","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"496","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251557","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"497","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251553","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"498","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251578","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"499","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251562","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"500","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251568","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"501","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251577","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"502","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251566","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"503","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251571","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"504","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251561","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"505","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251580","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"506","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251563","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"507","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251574","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"508","YorkRiver","W3_FL","MVP-FL-5","CviMVPf_251556","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
